set_id,Region,Sales_Channel,Units_Sold,Discount_%
4526-1,USA,Online,22703,15
4526-1,USA,Retail,41784,10
4526-1,Europe,Online,11163,15
4526-1,Europe,Retail,14852,10
4526-1,Asia-Pacific,Online,32717,5
4526-1,Asia-Pacific,Retail,18051,5
4526-1,Australia,Online,23061,5
4526-1,Australia,Retail,22860,10
4527-1,USA,Online,25167,5
4527-1,USA,Retail,30758,10
4527-1,Europe,Online,27176,10
4527-1,Europe,Retail,11694,10
4527-1,Asia-Pacific,Online,14562,10
4527-1,Asia-Pacific,Retail,33038,10
4527-1,Australia,Online,30987,5
4527-1,Australia,Retail,41385,5
4528-1,USA,Online,37039,5
4528-1,USA,Retail,34136,15
4528-1,Europe,Online,17923,15
4528-1,Europe,Retail,18703,10
4528-1,Asia-Pacific,Online,28182,5
4528-1,Asia-Pacific,Retail,44401,10
4528-1,Australia,Online,13016,15
4528-1,Australia,Retail,28668,15
4529-1,USA,Online,27709,15
4529-1,USA,Retail,22721,5
4529-1,Europe,Online,33047,10
4529-1,Europe,Retail,14318,10
4529-1,Asia-Pacific,Online,38294,5
4529-1,Asia-Pacific,Retail,48221,10
4529-1,Australia,Online,43808,15
4529-1,Australia,Retail,29485,15
4530-1,USA,Online,19080,10
4530-1,USA,Retail,44195,5
4530-1,Europe,Online,37756,20
4530-1,Europe,Retail,47411,15
4530-1,Asia-Pacific,Online,47490,10
4530-1,Asia-Pacific,Retail,38160,5
4530-1,Australia,Online,16001,5
4530-1,Australia,Retail,28864,10
4597-1,USA,Online,42840,10
4597-1,USA,Retail,18809,5
4597-1,Europe,Online,17519,15
4597-1,Europe,Retail,27374,15
4597-1,Asia-Pacific,Online,20184,5
4597-1,Asia-Pacific,Retail,49749,10
4597-1,Australia,Online,49843,5
4597-1,Australia,Retail,44339,15
6912-1,USA,Online,12207,10
6912-1,USA,Retail,18417,5
6912-1,Europe,Online,18878,20
6912-1,Europe,Retail,5182,20
6912-1,Asia-Pacific,Online,7850,5
6912-1,Asia-Pacific,Retail,9898,5
6912-1,Australia,Online,15808,5
6912-1,Australia,Retail,16026,10
6913-1,USA,Online,9310,10
6913-1,USA,Retail,15322,5
6913-1,Europe,Online,13832,20
6913-1,Europe,Retail,15525,10
6913-1,Asia-Pacific,Online,8449,5
6913-1,Asia-Pacific,Retail,17173,5
6913-1,Australia,Online,8898,10
6913-1,Australia,Retail,7193,5
31002-1,USA,Online,12479,15
31002-1,USA,Retail,14980,5
31002-1,Europe,Online,11779,20
31002-1,Europe,Retail,5225,10
31002-1,Asia-Pacific,Online,13400,5
31002-1,Asia-Pacific,Retail,12987,5
31002-1,Australia,Online,10341,15
31002-1,Australia,Retail,12554,15
31003-1,USA,Online,12830,15
31003-1,USA,Retail,9499,15
31003-1,Europe,Online,15020,10
31003-1,Europe,Retail,7421,10
31003-1,Asia-Pacific,Online,9023,10
31003-1,Asia-Pacific,Retail,16831,10
31003-1,Australia,Online,19877,15
31003-1,Australia,Retail,14298,5
40080-1,USA,Online,18004,15
40080-1,USA,Retail,7699,5
40080-1,Europe,Online,12423,10
40080-1,Europe,Retail,10670,10
40080-1,Asia-Pacific,Online,9320,5
40080-1,Asia-Pacific,Retail,16994,10
40080-1,Australia,Online,17065,5
40080-1,Australia,Retail,14398,10
70100-1,USA,Online,40610,15
70100-1,USA,Retail,18171,10
70100-1,Europe,Online,31906,10
70100-1,Europe,Retail,43873,10
70100-1,Asia-Pacific,Online,22437,10
70100-1,Asia-Pacific,Retail,15034,10
70100-1,Australia,Online,32522,5
70100-1,Australia,Retail,42470,5
70102-1,USA,Online,13596,15
70102-1,USA,Retail,6942,15
70102-1,Europe,Online,8982,15
70102-1,Europe,Retail,14092,15
70102-1,Asia-Pacific,Online,8139,10
70102-1,Asia-Pacific,Retail,14365,10
70102-1,Australia,Online,19348,10
70102-1,Australia,Retail,15191,5
70103-1,USA,Online,27471,5
70103-1,USA,Retail,12101,5
70103-1,Europe,Online,15362,15
70103-1,Europe,Retail,15086,20
70103-1,Asia-Pacific,Online,12186,5
70103-1,Asia-Pacific,Retail,33607,10
70103-1,Australia,Online,47889,15
70103-1,Australia,Retail,25273,10
70104-1,USA,Online,11641,15
70104-1,USA,Retail,21502,15
70104-1,Europe,Online,40226,10
70104-1,Europe,Retail,20836,20
70104-1,Asia-Pacific,Online,37922,5
70104-1,Asia-Pacific,Retail,32058,10
70104-1,Australia,Online,45132,5
70104-1,Australia,Retail,31553,15
70105-1,USA,Online,25328,15
70105-1,USA,Retail,23403,5
70105-1,Europe,Online,20245,10
70105-1,Europe,Retail,20955,15
70105-1,Asia-Pacific,Online,14694,5
70105-1,Asia-Pacific,Retail,45672,10
70105-1,Australia,Online,35781,10
70105-1,Australia,Retail,49517,15
70106-1,USA,Online,6553,10
70106-1,USA,Retail,16516,10
70106-1,Europe,Online,5025,15
70106-1,Europe,Retail,14373,15
70106-1,Asia-Pacific,Online,19381,10
70106-1,Asia-Pacific,Retail,13292,5
70106-1,Australia,Online,13881,15
70106-1,Australia,Retail,15076,15
70109-1,USA,Online,10998,15
70109-1,USA,Retail,36918,5
70109-1,Europe,Online,48488,20
70109-1,Europe,Retail,45516,15
70109-1,Asia-Pacific,Online,30893,5
70109-1,Asia-Pacific,Retail,25349,5
70109-1,Australia,Online,19052,15
70109-1,Australia,Retail,24788,5
70110-1,USA,Online,17127,15
70110-1,USA,Retail,25211,5
70110-1,Europe,Online,31507,20
70110-1,Europe,Retail,37317,10
70110-1,Asia-Pacific,Online,39745,10
70110-1,Asia-Pacific,Retail,45787,10
70110-1,Australia,Online,38794,5
70110-1,Australia,Retail,29677,5
70111-1,USA,Online,38885,5
70111-1,USA,Retail,23708,5
70111-1,Europe,Online,29038,15
70111-1,Europe,Retail,37225,10
70111-1,Asia-Pacific,Online,27024,5
70111-1,Asia-Pacific,Retail,46362,10
70111-1,Australia,Online,42676,10
70111-1,Australia,Retail,36319,5
70112-1,USA,Online,10065,15
70112-1,USA,Retail,6791,10
70112-1,Europe,Online,15175,10
70112-1,Europe,Retail,16181,10
70112-1,Asia-Pacific,Online,6344,5
70112-1,Asia-Pacific,Retail,7348,5
70112-1,Australia,Online,12655,15
70112-1,Australia,Retail,14384,5
70200-1,USA,Online,12381,10
70200-1,USA,Retail,35168,10
70200-1,Europe,Online,44256,10
70200-1,Europe,Retail,29353,20
70200-1,Asia-Pacific,Online,12391,5
70200-1,Asia-Pacific,Retail,32430,10
70200-1,Australia,Online,32327,5
70200-1,Australia,Retail,38606,15
70201-1,USA,Online,45033,5
70201-1,USA,Retail,20363,15
70201-1,Europe,Online,45336,20
70201-1,Europe,Retail,45243,20
70201-1,Asia-Pacific,Online,15609,5
70201-1,Asia-Pacific,Retail,28865,5
70201-1,Australia,Online,25289,15
70201-1,Australia,Retail,31225,15
70202-1,USA,Online,30541,10
70202-1,USA,Retail,11926,15
70202-1,Europe,Online,34168,15
70202-1,Europe,Retail,41883,15
70202-1,Asia-Pacific,Online,39184,10
70202-1,Asia-Pacific,Retail,32943,5
70202-1,Australia,Online,42833,10
70202-1,Australia,Retail,21939,5
70203-1,USA,Online,38222,15
70203-1,USA,Retail,19091,15
70203-1,Europe,Online,33881,15
70203-1,Europe,Retail,38349,20
70203-1,Asia-Pacific,Online,41303,10
70203-1,Asia-Pacific,Retail,19101,5
70203-1,Australia,Online,42303,15
70203-1,Australia,Retail,30578,10
70204-1,USA,Online,40853,10
70204-1,USA,Retail,41977,10
70204-1,Europe,Online,37568,10
70204-1,Europe,Retail,39060,15
70204-1,Asia-Pacific,Online,16747,10
70204-1,Asia-Pacific,Retail,18959,10
70204-1,Australia,Online,36865,10
70204-1,Australia,Retail,36524,5
70205-1,USA,Online,17660,10
70205-1,USA,Retail,43009,5
70205-1,Europe,Online,11450,10
70205-1,Europe,Retail,25328,10
70205-1,Asia-Pacific,Online,22735,10
70205-1,Asia-Pacific,Retail,22664,10
70205-1,Australia,Online,26590,10
70205-1,Australia,Retail,36087,5
40110-1,USA,Online,12686,10
40110-1,USA,Retail,14517,5
40110-1,Europe,Online,16308,20
40110-1,Europe,Retail,12046,10
40110-1,Asia-Pacific,Online,8796,5
40110-1,Asia-Pacific,Retail,19708,10
40110-1,Australia,Online,12867,5
40110-1,Australia,Retail,9601,10
40114-1,USA,Online,11228,5
40114-1,USA,Retail,5465,5
40114-1,Europe,Online,7006,15
40114-1,Europe,Retail,10327,15
40114-1,Asia-Pacific,Online,16814,5
40114-1,Asia-Pacific,Retail,17683,5
40114-1,Australia,Online,6232,10
40114-1,Australia,Retail,15167,10
41032-1,USA,Online,8519,10
41032-1,USA,Retail,12146,15
41032-1,Europe,Online,6163,20
41032-1,Europe,Retail,14183,15
41032-1,Asia-Pacific,Online,9883,5
41032-1,Asia-Pacific,Retail,10024,10
41032-1,Australia,Online,15007,15
41032-1,Australia,Retail,19923,10
31031-1,USA,Online,18036,5
31031-1,USA,Retail,13238,10
31031-1,Europe,Online,18149,15
31031-1,Europe,Retail,11386,15
31031-1,Asia-Pacific,Online,10648,5
31031-1,Asia-Pacific,Retail,18564,10
31031-1,Australia,Online,8182,15
31031-1,Australia,Retail,6014,10
41091-1,USA,Online,6646,10
41091-1,USA,Retail,8907,15
41091-1,Europe,Online,8165,15
41091-1,Europe,Retail,14684,15
41091-1,Asia-Pacific,Online,11091,5
41091-1,Asia-Pacific,Retail,6500,10
41091-1,Australia,Online,17259,5
41091-1,Australia,Retail,13530,5
41103-1,USA,Online,16131,10
41103-1,USA,Retail,14132,10
41103-1,Europe,Online,10442,15
41103-1,Europe,Retail,10984,10
41103-1,Asia-Pacific,Online,11868,10
41103-1,Asia-Pacific,Retail,5319,10
41103-1,Australia,Online,15179,15
41103-1,Australia,Retail,17444,10
31044-1,USA,Online,10387,5
31044-1,USA,Retail,10493,5
31044-1,Europe,Online,16677,15
31044-1,Europe,Retail,18402,20
31044-1,Asia-Pacific,Online,13075,5
31044-1,Asia-Pacific,Retail,17682,10
31044-1,Australia,Online,7203,5
31044-1,Australia,Retail,17599,5
41116-1,USA,Online,8378,5
41116-1,USA,Retail,16981,10
41116-1,Europe,Online,9472,20
41116-1,Europe,Retail,19115,15
41116-1,Asia-Pacific,Online,17347,5
41116-1,Asia-Pacific,Retail,13164,10
41116-1,Australia,Online,13875,5
41116-1,Australia,Retail,15576,15
41127-1,USA,Online,15721,5
41127-1,USA,Retail,16028,5
41127-1,Europe,Online,10920,10
41127-1,Europe,Retail,8826,15
41127-1,Asia-Pacific,Online,14653,5
41127-1,Asia-Pacific,Retail,10104,10
41127-1,Australia,Online,12503,15
41127-1,Australia,Retail,12861,15
41321-1,USA,Online,19187,5
41321-1,USA,Retail,12191,10
41321-1,Europe,Online,11823,10
41321-1,Europe,Retail,18588,20
41321-1,Asia-Pacific,Online,14718,5
41321-1,Asia-Pacific,Retail,9855,10
41321-1,Australia,Online,7008,5
41321-1,Australia,Retail,6331,5
75164-1,USA,Online,9878,10
75164-1,USA,Retail,12945,15
75164-1,Europe,Online,11789,20
75164-1,Europe,Retail,10810,15
75164-1,Asia-Pacific,Online,9598,5
75164-1,Asia-Pacific,Retail,14371,5
75164-1,Australia,Online,19362,10
75164-1,Australia,Retail,18451,5
75165-1,USA,Online,5417,15
75165-1,USA,Retail,18972,15
75165-1,Europe,Online,10052,15
75165-1,Europe,Retail,13783,10
75165-1,Asia-Pacific,Online,19296,5
75165-1,Asia-Pacific,Retail,19713,10
75165-1,Australia,Online,19018,15
75165-1,Australia,Retail,17614,5
75166-1,USA,Online,7602,10
75166-1,USA,Retail,6349,5
75166-1,Europe,Online,16200,20
75166-1,Europe,Retail,10681,20
75166-1,Asia-Pacific,Online,11536,10
75166-1,Asia-Pacific,Retail,16776,10
75166-1,Australia,Online,18649,15
75166-1,Australia,Retail,14482,15
75167-1,USA,Online,13770,15
75167-1,USA,Retail,17317,5
75167-1,Europe,Online,12540,20
75167-1,Europe,Retail,12320,20
75167-1,Asia-Pacific,Online,8774,5
75167-1,Asia-Pacific,Retail,18848,5
75167-1,Australia,Online,16683,10
75167-1,Australia,Retail,15371,15
21138-1,USA,Online,46248,5
21138-1,USA,Retail,24488,15
21138-1,Europe,Online,44564,10
21138-1,Europe,Retail,40154,10
21138-1,Asia-Pacific,Online,20318,10
21138-1,Asia-Pacific,Retail,30925,5
21138-1,Australia,Online,30633,15
21138-1,Australia,Retail,44974,15
21139-1,USA,Online,46810,15
21139-1,USA,Retail,15693,5
21139-1,Europe,Online,40228,20
21139-1,Europe,Retail,15066,10
21139-1,Asia-Pacific,Online,38548,10
21139-1,Asia-Pacific,Retail,36125,10
21139-1,Australia,Online,27447,15
21139-1,Australia,Retail,22676,5
41329-1,USA,Online,17861,15
41329-1,USA,Retail,15587,10
41329-1,Europe,Online,9061,10
41329-1,Europe,Retail,6671,10
41329-1,Asia-Pacific,Online,14221,5
41329-1,Asia-Pacific,Retail,19031,5
41329-1,Australia,Online,5172,15
41329-1,Australia,Retail,15352,10
41330-1,USA,Online,8362,10
41330-1,USA,Retail,5170,5
41330-1,Europe,Online,8103,20
41330-1,Europe,Retail,7581,15
41330-1,Asia-Pacific,Online,12457,5
41330-1,Asia-Pacific,Retail,14688,10
41330-1,Australia,Online,6016,15
41330-1,Australia,Retail,10484,15
70790-1,USA,Online,11303,5
70790-1,USA,Retail,11544,10
70790-1,Europe,Online,7237,15
70790-1,Europe,Retail,12965,15
70790-1,Asia-Pacific,Online,7446,5
70790-1,Asia-Pacific,Retail,10739,5
70790-1,Australia,Online,11697,5
70790-1,Australia,Retail,18561,15
75198-1,USA,Online,48374,15
75198-1,USA,Retail,27579,10
75198-1,Europe,Online,24134,10
75198-1,Europe,Retail,42320,10
75198-1,Asia-Pacific,Online,10298,5
75198-1,Asia-Pacific,Retail,18149,5
75198-1,Australia,Online,39048,5
75198-1,Australia,Retail,26377,15
75206-1,USA,Online,9958,5
75206-1,USA,Retail,17713,5
75206-1,Europe,Online,9948,10
75206-1,Europe,Retail,18522,15
75206-1,Asia-Pacific,Online,15036,5
75206-1,Asia-Pacific,Retail,9664,10
75206-1,Australia,Online,6222,15
75206-1,Australia,Retail,13604,5
76101-1,USA,Online,9906,15
76101-1,USA,Retail,12959,5
76101-1,Europe,Online,10827,10
76101-1,Europe,Retail,18999,15
76101-1,Asia-Pacific,Online,19978,5
76101-1,Asia-Pacific,Retail,9606,5
76101-1,Australia,Online,19234,10
76101-1,Australia,Retail,12814,15
70671-1,USA,Online,42499,15
70671-1,USA,Retail,44083,10
70671-1,Europe,Online,15580,10
70671-1,Europe,Retail,16594,20
70671-1,Asia-Pacific,Online,21453,5
70671-1,Asia-Pacific,Retail,28039,5
70671-1,Australia,Online,45579,10
70671-1,Australia,Retail,22903,5
40419-1,USA,Online,45390,10
40419-1,USA,Retail,13046,5
40419-1,Europe,Online,47540,20
40419-1,Europe,Retail,21990,10
40419-1,Asia-Pacific,Online,10453,5
40419-1,Asia-Pacific,Retail,39883,10
40419-1,Australia,Online,48920,15
40419-1,Australia,Retail,38307,15
75266-1,USA,Online,15955,5
75266-1,USA,Retail,8907,5
75266-1,Europe,Online,10705,15
75266-1,Europe,Retail,10720,10
75266-1,Asia-Pacific,Online,9059,5
75266-1,Asia-Pacific,Retail,6763,5
75266-1,Australia,Online,10371,15
75266-1,Australia,Retail,11418,15
75267-1,USA,Online,18929,15
75267-1,USA,Retail,12257,10
75267-1,Europe,Online,8262,20
75267-1,Europe,Retail,7423,20
75267-1,Asia-Pacific,Online,11391,10
75267-1,Asia-Pacific,Retail,19683,10
75267-1,Australia,Online,15159,5
75267-1,Australia,Retail,18785,5
40500-1,USA,Online,36616,10
40500-1,USA,Retail,23272,10
40500-1,Europe,Online,38082,15
40500-1,Europe,Retail,17265,20
40500-1,Asia-Pacific,Online,23480,5
40500-1,Asia-Pacific,Retail,34133,10
40500-1,Australia,Online,40809,10
40500-1,Australia,Retail,45536,5
10667-1,USA,Online,19876,15
10667-1,USA,Retail,8217,10
10667-1,Europe,Online,6511,20
10667-1,Europe,Retail,8524,15
10667-1,Asia-Pacific,Online,18721,10
10667-1,Asia-Pacific,Retail,15445,10
10667-1,Australia,Online,19451,15
10667-1,Australia,Retail,11305,15
10668-1,USA,Online,12376,10
10668-1,USA,Retail,11951,15
10668-1,Europe,Online,10388,15
10668-1,Europe,Retail,7000,15
10668-1,Asia-Pacific,Online,14543,5
10668-1,Asia-Pacific,Retail,6668,5
10668-1,Australia,Online,17443,5
10668-1,Australia,Retail,13288,15
10701-1,USA,Online,32728,5
10701-1,USA,Retail,37891,5
10701-1,Europe,Online,37997,15
10701-1,Europe,Retail,25473,15
10701-1,Asia-Pacific,Online,42039,5
10701-1,Asia-Pacific,Retail,11626,10
10701-1,Australia,Online,12773,10
10701-1,Australia,Retail,11575,15
10722-1,USA,Online,33595,10
10722-1,USA,Retail,29874,15
10722-1,Europe,Online,14371,20
10722-1,Europe,Retail,12812,20
10722-1,Asia-Pacific,Online,42567,5
10722-1,Asia-Pacific,Retail,18091,10
10722-1,Australia,Online,41812,10
10722-1,Australia,Retail,44649,5
10723-1,USA,Online,19531,10
10723-1,USA,Retail,41490,5
10723-1,Europe,Online,40822,10
10723-1,Europe,Retail,23739,15
10723-1,Asia-Pacific,Online,30286,5
10723-1,Asia-Pacific,Retail,45212,10
10723-1,Australia,Online,29321,10
10723-1,Australia,Retail,15800,15
10737-1,USA,Online,43204,10
10737-1,USA,Retail,21539,15
10737-1,Europe,Online,27124,15
10737-1,Europe,Retail,16126,10
10737-1,Asia-Pacific,Online,25132,5
10737-1,Asia-Pacific,Retail,33206,10
10737-1,Australia,Online,25004,10
10737-1,Australia,Retail,10588,5
10738-1,USA,Online,27629,10
10738-1,USA,Retail,10531,10
10738-1,Europe,Online,33101,15
10738-1,Europe,Retail,16271,10
10738-1,Asia-Pacific,Online,47671,5
10738-1,Asia-Pacific,Retail,17186,10
10738-1,Australia,Online,49059,5
10738-1,Australia,Retail,28928,15
11024-1,USA,Online,13694,15
11024-1,USA,Retail,13540,5
11024-1,Europe,Online,21226,20
11024-1,Europe,Retail,47802,15
11024-1,Asia-Pacific,Online,34681,5
11024-1,Asia-Pacific,Retail,29279,10
11024-1,Australia,Online,32231,15
11024-1,Australia,Retail,33879,15
43209-1,USA,Online,37049,10
43209-1,USA,Retail,35560,10
43209-1,Europe,Online,25656,15
43209-1,Europe,Retail,45797,20
43209-1,Asia-Pacific,Online,38849,5
43209-1,Asia-Pacific,Retail,21034,10
43209-1,Australia,Online,36618,15
43209-1,Australia,Retail,44841,5
75247-1,USA,Online,22178,15
75247-1,USA,Retail,45008,5
75247-1,Europe,Online,13802,15
75247-1,Europe,Retail,45609,10
75247-1,Asia-Pacific,Online,36012,5
75247-1,Asia-Pacific,Retail,16727,5
75247-1,Australia,Online,12316,15
75247-1,Australia,Retail,32482,10
41615-1,USA,Online,14367,15
41615-1,USA,Retail,10760,5
41615-1,Europe,Online,6687,15
41615-1,Europe,Retail,10494,20
41615-1,Asia-Pacific,Online,11949,5
41615-1,Asia-Pacific,Retail,10312,10
41615-1,Australia,Online,6236,10
41615-1,Australia,Retail,15974,5
41618-1,USA,Online,8399,15
41618-1,USA,Retail,18581,15
41618-1,Europe,Online,10301,20
41618-1,Europe,Retail,11203,10
41618-1,Asia-Pacific,Online,19961,5
41618-1,Asia-Pacific,Retail,17972,5
41618-1,Australia,Online,7092,15
41618-1,Australia,Retail,18567,5
41626-1,USA,Online,14635,10
41626-1,USA,Retail,18100,5
41626-1,Europe,Online,7556,20
41626-1,Europe,Retail,16674,15
41626-1,Asia-Pacific,Online,8443,5
41626-1,Asia-Pacific,Retail,7394,5
41626-1,Australia,Online,11064,10
41626-1,Australia,Retail,15335,15
41627-1,USA,Online,12590,15
41627-1,USA,Retail,7829,15
41627-1,Europe,Online,19430,20
41627-1,Europe,Retail,5529,15
41627-1,Asia-Pacific,Online,12360,10
41627-1,Asia-Pacific,Retail,7390,5
41627-1,Australia,Online,19066,10
41627-1,Australia,Retail,9136,15
40378-1,USA,Online,13443,10
40378-1,USA,Retail,8675,10
40378-1,Europe,Online,11732,10
40378-1,Europe,Retail,15760,20
40378-1,Asia-Pacific,Online,19735,10
40378-1,Asia-Pacific,Retail,16571,5
40378-1,Australia,Online,19112,5
40378-1,Australia,Retail,8160,5
5592-1,USA,Online,11085,10
5592-1,USA,Retail,37432,15
5592-1,Europe,Online,48081,15
5592-1,Europe,Retail,15784,20
5592-1,Asia-Pacific,Online,37072,10
5592-1,Asia-Pacific,Retail,41117,10
5592-1,Australia,Online,48246,10
5592-1,Australia,Retail,19953,5
3594-1,USA,Online,47361,15
3594-1,USA,Retail,32837,15
3594-1,Europe,Online,20016,20
3594-1,Europe,Retail,19314,10
3594-1,Asia-Pacific,Online,25835,5
3594-1,Asia-Pacific,Retail,14051,10
3594-1,Australia,Online,20570,5
3594-1,Australia,Retail,38383,10
5654-1,USA,Online,46435,15
5654-1,USA,Retail,31961,10
5654-1,Europe,Online,22802,15
5654-1,Europe,Retail,22448,20
5654-1,Asia-Pacific,Online,47184,5
5654-1,Asia-Pacific,Retail,32062,10
5654-1,Australia,Online,41649,5
5654-1,Australia,Retail,15796,10
5657-1,USA,Online,23361,15
5657-1,USA,Retail,12239,10
5657-1,Europe,Online,49453,10
5657-1,Europe,Retail,18583,10
5657-1,Asia-Pacific,Online,38549,5
5657-1,Asia-Pacific,Retail,39393,10
5657-1,Australia,Online,18248,15
5657-1,Australia,Retail,10837,5
5813-1,USA,Online,44772,5
5813-1,USA,Retail,21965,5
5813-1,Europe,Online,19486,20
5813-1,Europe,Retail,31712,20
5813-1,Asia-Pacific,Online,14815,5
5813-1,Asia-Pacific,Retail,30047,10
5813-1,Australia,Online,45721,15
5813-1,Australia,Retail,18909,15
5817-1,USA,Online,36107,15
5817-1,USA,Retail,45174,5
5817-1,Europe,Online,17370,10
5817-1,Europe,Retail,16975,10
5817-1,Asia-Pacific,Online,34926,10
5817-1,Asia-Pacific,Retail,38180,5
5817-1,Australia,Online,21818,5
5817-1,Australia,Retail,25342,5
6132-1,USA,Online,24271,5
6132-1,USA,Retail,18603,10
6132-1,Europe,Online,25929,15
6132-1,Europe,Retail,26501,10
6132-1,Asia-Pacific,Online,45863,10
6132-1,Asia-Pacific,Retail,26109,10
6132-1,Australia,Online,32659,10
6132-1,Australia,Retail,16848,15
6152-1,USA,Online,48702,10
6152-1,USA,Retail,22386,15
6152-1,Europe,Online,21747,10
6152-1,Europe,Retail,46632,10
6152-1,Asia-Pacific,Online,37287,5
6152-1,Asia-Pacific,Retail,39837,10
6152-1,Australia,Online,36062,10
6152-1,Australia,Retail,31990,15
10503-1,USA,Online,27556,5
10503-1,USA,Retail,45815,10
10503-1,Europe,Online,11658,10
10503-1,Europe,Retail,17733,10
10503-1,Asia-Pacific,Online,24887,5
10503-1,Asia-Pacific,Retail,40020,10
10503-1,Australia,Online,47184,5
10503-1,Australia,Retail,36215,15
10509-1,USA,Online,30629,10
10509-1,USA,Retail,35230,5
10509-1,Europe,Online,20824,10
10509-1,Europe,Retail,24143,10
10509-1,Asia-Pacific,Online,32551,5
10509-1,Asia-Pacific,Retail,39212,5
10509-1,Australia,Online,30297,10
10509-1,Australia,Retail,45685,15
10512-1,USA,Online,44674,15
10512-1,USA,Retail,21637,15
10512-1,Europe,Online,21793,15
10512-1,Europe,Retail,12846,10
10512-1,Asia-Pacific,Online,48107,5
10512-1,Asia-Pacific,Retail,39049,5
10512-1,Australia,Online,21858,5
10512-1,Australia,Retail,10834,5
10516-1,USA,Online,45689,10
10516-1,USA,Retail,46040,15
10516-1,Europe,Online,15453,10
10516-1,Europe,Retail,32572,10
10516-1,Asia-Pacific,Online,12423,10
10516-1,Asia-Pacific,Retail,38121,5
10516-1,Australia,Online,30487,10
10516-1,Australia,Retail,25840,15
10591-1,USA,Online,38139,5
10591-1,USA,Retail,17450,15
10591-1,Europe,Online,28920,15
10591-1,Europe,Retail,43498,20
10591-1,Asia-Pacific,Online,42396,5
10591-1,Asia-Pacific,Retail,49478,5
10591-1,Australia,Online,13728,5
10591-1,Australia,Retail,18011,15
10607-1,USA,Online,39447,5
10607-1,USA,Retail,24977,15
10607-1,Europe,Online,16223,10
10607-1,Europe,Retail,22572,15
10607-1,Asia-Pacific,Online,19453,5
10607-1,Asia-Pacific,Retail,44705,10
10607-1,Australia,Online,36824,15
10607-1,Australia,Retail,11947,10
10811-1,USA,Online,20077,10
10811-1,USA,Retail,18925,10
10811-1,Europe,Online,12413,15
10811-1,Europe,Retail,32641,10
10811-1,Asia-Pacific,Online,39064,10
10811-1,Asia-Pacific,Retail,34086,10
10811-1,Australia,Online,49141,5
10811-1,Australia,Retail,12452,10
10843-1,USA,Online,44763,15
10843-1,USA,Retail,40650,10
10843-1,Europe,Online,35911,15
10843-1,Europe,Retail,13835,15
10843-1,Asia-Pacific,Online,43082,5
10843-1,Asia-Pacific,Retail,29301,10
10843-1,Australia,Online,38094,15
10843-1,Australia,Retail,40486,5
852701-1,USA,Online,37796,10
852701-1,USA,Retail,15479,5
852701-1,Europe,Online,49571,10
852701-1,Europe,Retail,40610,20
852701-1,Asia-Pacific,Online,34946,10
852701-1,Asia-Pacific,Retail,10413,5
852701-1,Australia,Online,19207,5
852701-1,Australia,Retail,28162,15
852702-1,USA,Online,19924,15
852702-1,USA,Retail,49955,5
852702-1,Europe,Online,28731,10
852702-1,Europe,Retail,34024,10
852702-1,Asia-Pacific,Online,43028,5
852702-1,Asia-Pacific,Retail,32395,5
852702-1,Australia,Online,12835,15
852702-1,Australia,Retail,41133,15
852921-1,USA,Online,11521,5
852921-1,USA,Retail,32343,10
852921-1,Europe,Online,15014,20
852921-1,Europe,Retail,26316,15
852921-1,Asia-Pacific,Online,15067,10
852921-1,Asia-Pacific,Retail,44962,10
852921-1,Australia,Online,46452,15
852921-1,Australia,Retail,23496,10
852922-1,USA,Online,21847,10
852922-1,USA,Retail,13274,10
852922-1,Europe,Online,40532,20
852922-1,Europe,Retail,33588,20
852922-1,Asia-Pacific,Online,15116,5
852922-1,Asia-Pacific,Retail,41962,10
852922-1,Australia,Online,31406,5
852922-1,Australia,Retail,37992,15
850445-1,USA,Online,23583,10
850445-1,USA,Retail,44259,15
850445-1,Europe,Online,23962,15
850445-1,Europe,Retail,16111,20
850445-1,Asia-Pacific,Online,36162,10
850445-1,Asia-Pacific,Retail,12977,5
850445-1,Australia,Online,46952,15
850445-1,Australia,Retail,32416,10
850449-1,USA,Online,21956,15
850449-1,USA,Retail,32448,5
850449-1,Europe,Online,41751,15
850449-1,Europe,Retail,14471,20
850449-1,Asia-Pacific,Online,19771,10
850449-1,Asia-Pacific,Retail,35070,5
850449-1,Australia,Online,21678,15
850449-1,Australia,Retail,28893,15
850486-1,USA,Online,27227,5
850486-1,USA,Retail,29433,5
850486-1,Europe,Online,39323,20
850486-1,Europe,Retail,21611,20
850486-1,Asia-Pacific,Online,19988,10
850486-1,Asia-Pacific,Retail,24836,5
850486-1,Australia,Online,46837,15
850486-1,Australia,Retail,14032,15
850487-1,USA,Online,29210,10
850487-1,USA,Retail,36794,5
850487-1,Europe,Online,34117,15
850487-1,Europe,Retail,47927,20
850487-1,Asia-Pacific,Online,19673,5
850487-1,Asia-Pacific,Retail,13837,10
850487-1,Australia,Online,23076,15
850487-1,Australia,Retail,31308,5
853393-1,USA,Online,39360,15
853393-1,USA,Retail,39660,15
853393-1,Europe,Online,21702,15
853393-1,Europe,Retail,41250,15
853393-1,Asia-Pacific,Online,31166,5
853393-1,Asia-Pacific,Retail,46637,10
853393-1,Australia,Online,26432,10
853393-1,Australia,Retail,27264,10
850581-1,USA,Online,18424,15
850581-1,USA,Retail,15664,10
850581-1,Europe,Online,18234,20
